label,video_url,signer_number,data_source,scraped_label,scraped_video_url,sign_variant,signer_number,video_url_root,video_url_ext,number_in_label
QUALQUER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUALQUER.mp4,1,sb,QUALQUER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUALQUER.mp4,1,1,videos,mp4,False
QUATRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUATRO.mp4,1,sb,QUATRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUATRO.mp4,1,1,videos,mp4,False
QUADRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUADRA.mp4,1,sb,QUADRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUADRA.mp4,1,1,videos,mp4,False
QUADRADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUADRADO.mp4,1,sb,QUADRADO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUADRADO.mp4,1,1,videos,mp4,False
QUADRIGÊMEOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUADRIG%C3%8AMEOS.mp4,1,sb,QUADRIGÊMEOS,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUADRIG%C3%8AMEOS.mp4,1,1,videos,mp4,False
QUADRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUADRO.mp4,1,sb,QUADRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUADRO.mp4,1,1,videos,mp4,False
QUÁDRUPLO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QU%C3%81DRUPLO.mp4,1,sb,QUÁDRUPLO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QU%C3%81DRUPLO.mp4,1,1,videos,mp4,False
QUAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUAL.mp4,1,sb,QUAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUAL.mp4,1,1,videos,mp4,False
QUALIDADE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUALIDADE.mp4,1,sb,QUALIDADE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUALIDADE.mp4,1,1,videos,mp4,False
QUANTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUANTO.mp4,1,sb,QUANTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUANTO.mp4,1,1,videos,mp4,False
QUARTA-FEIRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUARTA-FEIRA.mp4,1,sb,QUARTA-FEIRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUARTA-FEIRA.mp4,1,1,videos,mp4,False
QUARTA-SÉRIE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUARTA-S%C3%89RIE.mp4,1,sb,QUARTA-SÉRIE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUARTA-S%C3%89RIE.mp4,1,1,videos,mp4,False
QUARTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUARTO.mp4,1,sb,QUARTO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUARTO.mp4,1,1,videos,mp4,False
QUASE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUASE.mp4,1,sb,QUASE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUASE.mp4,1,1,videos,mp4,False
QUE-HORA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUE-HORA.mp4,1,sb,QUE-HORA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUE-HORA.mp4,1,1,videos,mp4,False
QUEBRAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUEBRAR.mp4,1,sb,QUEBRAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUEBRAR.mp4,1,1,videos,mp4,False
QUEIJO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUEIJO.mp4,1,sb,QUEIJO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUEIJO.mp4,1,1,videos,mp4,False
QUEIXO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUEIXO.mp4,1,sb,QUEIXO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUEIXO.mp4,1,1,videos,mp4,False
QUÊNIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QU%C3%8ANIA.mp4,1,sb,QUÊNIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QU%C3%8ANIA.mp4,1,1,videos,mp4,False
QUENTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUENTE.mp4,1,sb,QUENTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUENTE.mp4,1,1,videos,mp4,False
QUERER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUERER.mp4,1,sb,QUERER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUERER.mp4,1,1,videos,mp4,False
QUERER-NÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUERER-N%C3%83O.mp4,1,sb,QUERER-NÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUERER-N%C3%83O.mp4,1,1,videos,mp4,False
QUIETO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUIETO.mp4,1,sb,QUIETO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUIETO.mp4,1,1,videos,mp4,False
QUÍMICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QU%C3%8DMICA.mp4,1,sb,QUÍMICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QU%C3%8DMICA.mp4,1,1,videos,mp4,False
QUINTA-SÉRIE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUINTA-S%C3%89RIE.mp4,1,sb,QUINTA-SÉRIE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUINTA-S%C3%89RIE.mp4,1,1,videos,mp4,False
QUINZENA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUINZENA.mp4,1,sb,QUINZENA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/QUINZENA.mp4,1,1,videos,mp4,False
QUINTA-FEIRA,https://videos.nals.cce.ufsc.br/SignBank/Vídeos/QUINTA-FEIRA.mp4,2,sb,QUINTA-FEIRA,https://levantelab.storage.googleapis.com/libras/gerais/Kki6ZKnpxIJNyTMk7QcNvQ0OmOof7FTwHFfOReCZ.mp4,1,2,levantelab,mp4,False
QUAL,https://objetos.sites.ufsc.br/libras/gerais/8R4cqIDcJXxV5buh2GNwLy8CfBUR5MaHu48zoGsM.mp4,1,sb,QUAL-2,https://objetos.sites.ufsc.br/libras/gerais/8R4cqIDcJXxV5buh2GNwLy8CfBUR5MaHu48zoGsM.mp4,2,1,objetos,mp4,True
QUARTO,https://objetos.sites.ufsc.br/libras/gerais/adzwMDkBiAeftYQ2i0bY5Xsetd1ulaX5K6JMYSJM.mp4,1,sb,QUARTO-2,https://objetos.sites.ufsc.br/libras/gerais/adzwMDkBiAeftYQ2i0bY5Xsetd1ulaX5K6JMYSJM.mp4,2,1,objetos,mp4,True
QUERER-NÃO,https://objetos.sites.ufsc.br/libras/gerais/I021pwWFtHqpgspqKCpiS5Q8quymB9urO9wfJCru.mov,1,sb,QUERER-NÃO-2,https://objetos.sites.ufsc.br/libras/gerais/I021pwWFtHqpgspqKCpiS5Q8quymB9urO9wfJCru.mov,2,1,objetos,mov,True
QUERER,https://objetos.sites.ufsc.br/libras/gerais/HWQBq7whvIWSxzN3HHii6xk0Npu0qUTxJBZiMPeI.mov,1,sb,QUERER-2,https://objetos.sites.ufsc.br/libras/gerais/HWQBq7whvIWSxzN3HHii6xk0Npu0qUTxJBZiMPeI.mov,2,1,objetos,mov,True
RÁPIDO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/R%C3%81PIDO2.mp4,1,sb,RÁPIDO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/R%C3%81PIDO2.mp4,2,1,videos,mp4,True
ROUBAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/ROUBAR.mp4,1,sb,ROUBAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/ROUBAR.mp4,1,1,videos,mp4,False
RECIFE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/PERNAMBUCO.mp4,1,sb,RECIFE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/PERNAMBUCO.mp4,1,1,videos,mp4,False
RÃ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/R%C3%83.mp4,1,sb,RÃ,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/R%C3%83.mp4,1,1,videos,mp4,False
RÁDIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/R%C3%81DIO.mp4,1,sb,RÁDIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/R%C3%81DIO.mp4,1,1,videos,mp4,False
RAIVA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RAIVA.mp4,1,sb,RAIVA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RAIVA.mp4,1,1,videos,mp4,False
RAIVA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RAIVA2.mp4,1,sb,RAIVA-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RAIVA2.mp4,2,1,videos,mp4,True
RALHAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RALHAR.mp4,1,sb,RALHAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RALHAR.mp4,1,1,videos,mp4,False
RÁPIDO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/R%C3%81PIDO.mp4,1,sb,RÁPIDO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/R%C3%81PIDO.mp4,1,1,videos,mp4,False
RASGAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RASGAR.mp4,1,sb,RASGAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RASGAR.mp4,1,1,videos,mp4,False
RATO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RATO.mp4,1,sb,RATO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RATO.mp4,1,1,videos,mp4,False
RATO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RATO2.mp4,1,sb,RATO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RATO2.mp4,2,1,videos,mp4,True
RAZÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RAZ%C3%83O.mp4,1,sb,RAZÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RAZ%C3%83O.mp4,1,1,videos,mp4,False
RECEBER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RECEBER.mp4,1,sb,RECEBER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RECEBER.mp4,1,1,videos,mp4,False
RECLAMAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RECLAMAR.mp4,1,sb,RECLAMAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RECLAMAR.mp4,1,1,videos,mp4,False
RECLAMAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RECLAMAR2.mp4,1,sb,RECLAMAR-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RECLAMAR2.mp4,2,1,videos,mp4,True
RECUPERAÇÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RECUPERA%C3%87%C3%83O.mp4,1,sb,RECUPERAÇÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RECUPERA%C3%87%C3%83O.mp4,1,1,videos,mp4,False
RECURSO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RECURSO.mp4,1,sb,RECURSO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RECURSO.mp4,1,1,videos,mp4,False
REDE-SOCIAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REDE-SOCIAL.mp4,1,sb,REDE-SOCIAL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REDE-SOCIAL.mp4,1,1,videos,mp4,False
REFERÊNCIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REFER%C3%8ANCIA.mp4,1,sb,REFERÊNCIA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REFER%C3%8ANCIA.mp4,1,1,videos,mp4,False
REFLETIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REFLETIR.mp4,1,sb,REFLETIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REFLETIR.mp4,1,1,videos,mp4,False
REFORMAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REFORMAR.mp4,1,sb,REFORMAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REFORMAR.mp4,1,1,videos,mp4,False
REFRIGERANTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REFRIGERANTE.mp4,1,sb,REFRIGERANTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REFRIGERANTE.mp4,1,1,videos,mp4,False
REFRIGERANTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REFRIGERANTE2.mp4,1,sb,REFRIGERANTE-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REFRIGERANTE2.mp4,2,1,videos,mp4,True
REGIÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REGI%C3%83O.mp4,1,sb,REGIÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REGI%C3%83O.mp4,1,1,videos,mp4,False
REGRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REGRA.mp4,1,sb,REGRA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REGRA.mp4,1,1,videos,mp4,False
REGREDIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REGREDIR.mp4,1,sb,REGREDIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REGREDIR.mp4,1,1,videos,mp4,False
REI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REI.mp4,1,sb,REI,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REI.mp4,1,1,videos,mp4,False
REITOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REITOR.mp4,1,sb,REITOR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REITOR.mp4,1,1,videos,mp4,False
REIVINDICAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REIVINDICAR.mp4,1,sb,REIVINDICAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REIVINDICAR.mp4,1,1,videos,mp4,False
RELACIONAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RELACIONAR.mp4,1,sb,RELACIONAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RELACIONAR.mp4,1,1,videos,mp4,False
RELATÓRIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RELAT%C3%93RIO.mp4,1,sb,RELATÓRIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RELAT%C3%93RIO.mp4,1,1,videos,mp4,False
RELIGIÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RELIGI%C3%83O.mp4,1,sb,RELIGIÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RELIGI%C3%83O.mp4,1,1,videos,mp4,False
RELÓGIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REL%C3%93GIO.mp4,1,sb,RELÓGIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REL%C3%93GIO.mp4,1,1,videos,mp4,False
REMÉDIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REM%C3%89DIO.mp4,1,sb,REMÉDIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REM%C3%89DIO.mp4,1,1,videos,mp4,False
REMÉDIO-BOCA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REM%C3%89DIO-BOCA.mp4,1,sb,REMÉDIO-BOCA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REM%C3%89DIO-BOCA.mp4,1,1,videos,mp4,False
REMÉDIO-OLHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REM%C3%89DIO-OLHO.mp4,1,sb,REMÉDIO-OLHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REM%C3%89DIO-OLHO.mp4,1,1,videos,mp4,False
REMÉDIO-ORELHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REM%C3%89DIO-ORELHA.mp4,1,sb,REMÉDIO-ORELHA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REM%C3%89DIO-ORELHA.mp4,1,1,videos,mp4,False
REMEMORAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REMEMORAR.mp4,1,sb,REMEMORAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REMEMORAR.mp4,1,1,videos,mp4,False
REMO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REMO.mp4,1,sb,REMO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REMO.mp4,1,1,videos,mp4,False
RENAULT,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RENAULT.mp4,1,sb,RENAULT,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RENAULT.mp4,1,1,videos,mp4,False
RENDER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RENDER.mp4,1,sb,RENDER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RENDER.mp4,1,1,videos,mp4,False
REPOLHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REPOLHO.mp4,1,sb,REPOLHO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REPOLHO.mp4,1,1,videos,mp4,False
REPOSITÓRIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REPOSIT%C3%93RIO.mp4,1,sb,REPOSITÓRIO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REPOSIT%C3%93RIO.mp4,1,1,videos,mp4,False
REPRESENTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REPRESENTAR.mp4,1,sb,REPRESENTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REPRESENTAR.mp4,1,1,videos,mp4,False
REPROVAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REPROVAR.mp4,1,sb,REPROVAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REPROVAR.mp4,1,1,videos,mp4,False
REPÚBLICA-DOMINICANA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REP%C3%9ABLICA-DOMINICANA.mp4,1,sb,REPÚBLICA-DOMINICANA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REP%C3%9ABLICA-DOMINICANA.mp4,1,1,videos,mp4,False
REPÚBLICA-TCHECA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REP%C3%9ABLICA-TCHECA.mp4,1,sb,REPÚBLICA-TCHECA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REP%C3%9ABLICA-TCHECA.mp4,1,1,videos,mp4,False
REQUEIJÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REQUEIJ%C3%83O.mp4,1,sb,REQUEIJÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REQUEIJ%C3%83O.mp4,1,1,videos,mp4,False
RESOLVER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RESOLVER.mp4,1,sb,RESOLVER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RESOLVER.mp4,1,1,videos,mp4,False
RESPEITO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RESPEITO.mp4,1,sb,RESPEITO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RESPEITO.mp4,1,1,videos,mp4,False
RESPEITO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RESPEITO2.mp4,1,sb,RESPEITO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RESPEITO2.mp4,2,1,videos,mp4,True
RESPIRAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RESPIRAR.mp4,1,sb,RESPIRAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RESPIRAR.mp4,1,1,videos,mp4,False
RESPONDER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RESPONDER.mp4,1,sb,RESPONDER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RESPONDER.mp4,1,1,videos,mp4,False
RESPONSÁVEL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RESPONS%C3%81VEL.mp4,1,sb,RESPONSÁVEL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RESPONS%C3%81VEL.mp4,1,1,videos,mp4,False
RESUMIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RESUMIR.mp4,1,sb,RESUMIR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RESUMIR.mp4,1,1,videos,mp4,False
RESUMO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RESUMO.mp4,1,sb,RESUMO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RESUMO.mp4,1,1,videos,mp4,False
RETÓRICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RET%C3%93RICA.mp4,1,sb,RETÓRICA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RET%C3%93RICA.mp4,1,1,videos,mp4,False
RETROCESSO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RETROCESSO.mp4,1,sb,RETROCESSO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RETROCESSO.mp4,1,1,videos,mp4,False
REUNIÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REUNI%C3%83O.mp4,1,sb,REUNIÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REUNI%C3%83O.mp4,1,1,videos,mp4,False
REUNIÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REUNI%C3%83O2.mp4,1,sb,REUNIÃO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REUNI%C3%83O2.mp4,2,1,videos,mp4,True
REUNIÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REUNI%C3%83O3.mp4,1,sb,REUNIÃO-3,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REUNI%C3%83O3.mp4,3,1,videos,mp4,True
REVISÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REVIS%C3%83O.mp4,1,sb,REVISÃO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REVIS%C3%83O.mp4,1,1,videos,mp4,False
REVISAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REVISAR.mp4,1,sb,REVISAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REVISAR.mp4,1,1,videos,mp4,False
REVISTA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REVISTA.mp4,1,sb,REVISTA,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REVISTA.mp4,1,1,videos,mp4,False
REVOLTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REVOLTAR.mp4,1,sb,REVOLTAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REVOLTAR.mp4,1,1,videos,mp4,False
REVÓLVER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REV%C3%93LVER.mp4,1,sb,REVÓLVER,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REV%C3%93LVER.mp4,1,1,videos,mp4,False
REZAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REZAR.mp4,1,sb,REZAR,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/REZAR.mp4,1,1,videos,mp4,False
RIBEIRÃO-PRETO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RIBEIR%C3%83O-PRETO-SP.mp4,1,sb,RIBEIRÃO-PRETO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RIBEIR%C3%83O-PRETO-SP.mp4,1,1,videos,mp4,False
RICO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RICO.mp4,1,sb,RICO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RICO.mp4,1,1,videos,mp4,False
RICO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RICO2.mp4,1,sb,RICO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RICO2.mp4,2,1,videos,mp4,True
RÍMEL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/R%C3%8DMEL.mp4,1,sb,RÍMEL,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/R%C3%8DMEL.mp4,1,1,videos,mp4,False
RINOCERONTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RINOCERONTE.mp4,1,sb,RINOCERONTE,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RINOCERONTE.mp4,1,1,videos,mp4,False
RIO-DE-JANEIRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RIO-DE-JANEIRO.mp4,1,sb,RIO-DE-JANEIRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RIO-DE-JANEIRO.mp4,1,1,videos,mp4,False
RIO-DE-JANEIRO,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RIO-DE-JANEIRO2.mp4,1,sb,RIO-DE-JANEIRO-2,https://videos.nals.cce.ufsc.br/SignBank/V%C3%ADdeos/RIO-DE-JANEIRO2.mp4,2,1,videos,mp4,True
