label,video_url,signer_number,data_source,scraped_label,number_in_label,file_exists,letter,assuntos,acepção,exemplo,exemplo libras,classe gramatical,origem,scraped_video_url,sign_variant,signer_number.1,video_url_root,video_url_ext,sign_url,signer_order,Unnamed: 0,category,example_pt,example_libras,hand_gesture,url_available,decoded_word,word_in_url
Metrô ,https://libras.cin.ufpe.br/storage/videos/20210501074600_608d31684ce53.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1165,312.0,,,,,,,,
Metrô ,https://libras.cin.ufpe.br/storage/videos/20210618031653_60cce3150b397.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1165,312.0,,,,,,,,
Microfone ,https://libras.cin.ufpe.br/storage/videos/20210126074339_60109b1b13618.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/917,132.0,,,,,,,,
Microfone ,https://libras.cin.ufpe.br/storage/videos/20210411084628_6072e194d7b31.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/917,132.0,,,,,,,,
Microfone ,https://libras.cin.ufpe.br/storage/videos/20210618031708_60cce324037d8.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/917,132.0,,,,,,,,
Mil ,https://libras.cin.ufpe.br/storage/videos/20201221024906_5fe0e012cd582.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/103,123.0,,,,,,,,
Mil ,https://libras.cin.ufpe.br/storage/videos/20201221024906_5fe0e012d2308.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/103,123.0,,,,,,,,
Mil ,https://libras.cin.ufpe.br/storage/videos/20210329025253_606213f504623.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/103,123.0,,,,,,,,
Milhão ,https://libras.cin.ufpe.br/storage/videos/20201221025221_5fe0e0d554abe.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/104,123.0,,,,,,,,
Milhão ,https://libras.cin.ufpe.br/storage/videos/20201221025221_5fe0e0d561119.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/104,123.0,,,,,,,,
Milhão ,https://libras.cin.ufpe.br/storage/videos/20210329025256_606213f84af73.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/104,123.0,,,,,,,,
Milho ,https://libras.cin.ufpe.br/storage/videos/20210113040620_5fff44ac04c12.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/380,213.0,,,,,,,,
Milho ,https://libras.cin.ufpe.br/storage/videos/20210115102124_600196d4c251a.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/380,213.0,,,,,,,,
Milho ,https://libras.cin.ufpe.br/storage/videos/20210331030940_6064bae4b7741.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/380,213.0,,,,,,,,
Minuto ,https://libras.cin.ufpe.br/storage/videos/20210126074435_60109b532c6d1.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/919,132.0,,,,,,,,
Minuto ,https://libras.cin.ufpe.br/storage/videos/20210411085403_6072e35b90c6c.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/919,132.0,,,,,,,,
Minuto ,https://libras.cin.ufpe.br/storage/videos/20210618031728_60cce33887297.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/919,132.0,,,,,,,,
Misturar ,https://libras.cin.ufpe.br/storage/videos/20210126074456_60109b684d0b5.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/920,132.0,,,,,,,,
Misturar ,https://libras.cin.ufpe.br/storage/videos/20210210112557_6023ecf5ae59a.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/920,132.0,,,,,,,,
Misturar ,https://libras.cin.ufpe.br/storage/videos/20210618031814_60cce366233ed.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/920,132.0,,,,,,,,
Mochila ,https://libras.cin.ufpe.br/storage/videos/20201222121857_5fe20e6103233.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/160,123.0,,,,,,,,
Mochila ,https://libras.cin.ufpe.br/storage/videos/20201222121857_5fe20e6113007.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/160,123.0,,,,,,,,
Mochila ,https://libras.cin.ufpe.br/storage/videos/20210329025258_606213fa677fa.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/160,123.0,,,,,,,,
Moeda ,https://libras.cin.ufpe.br/storage/videos/20210113040643_5fff44c356a00.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/381,213.0,,,,,,,,
Moeda ,https://libras.cin.ufpe.br/storage/videos/20210113051415_5fff5497cd4a8.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/381,213.0,,,,,,,,
Moeda ,https://libras.cin.ufpe.br/storage/videos/20210623051448_60d3963898a1c.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/381,213.0,,,,,,,,
Molhado ,https://libras.cin.ufpe.br/storage/videos/20210202070347_6019238325c2f.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1344,123.0,,,,,,,,
Molhado ,https://libras.cin.ufpe.br/storage/videos/20210618031810_60cce36240d9e.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1344,123.0,,,,,,,,
Molhado ,https://libras.cin.ufpe.br/storage/videos/20210623051516_60d39654226ad.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1344,123.0,,,,,,,,
Montanha ,https://libras.cin.ufpe.br/storage/videos/20210126074516_60109b7c68e8a.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/921,132.0,,,,,,,,
Montanha ,https://libras.cin.ufpe.br/storage/videos/20210127043101_6011bf75f0a38.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/921,132.0,,,,,,,,
Montanha ,https://libras.cin.ufpe.br/storage/videos/20210618031827_60cce373ea698.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/921,132.0,,,,,,,,
Moral ,https://libras.cin.ufpe.br/storage/videos/20210115102234_6001971a10382.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/489,123.0,,,,,,,,
Moral ,https://libras.cin.ufpe.br/storage/videos/20210621043039_60d0e8df7eee0.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/489,123.0,,,,,,,,
Moral ,https://libras.cin.ufpe.br/storage/videos/20210623095109_60d3d6fd0a7bc.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/489,123.0,,,,,,,,
Morango ,https://libras.cin.ufpe.br/storage/videos/20210128062600_60132be89d8e3.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1277,312.0,,,,,,,,
Morango ,https://libras.cin.ufpe.br/storage/videos/20210505103039_60929dff4efb3.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1277,312.0,,,,,,,,
Morango ,https://libras.cin.ufpe.br/storage/videos/20210618031849_60cce38950a1a.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1277,312.0,,,,,,,,
Morar junto ,https://libras.cin.ufpe.br/storage/videos/20201221021007_5fe0d6ef436b4.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/88,123.0,,,,,,,,
Morar junto ,https://libras.cin.ufpe.br/storage/videos/20201221021007_5fe0d6ef50d12.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/88,123.0,,,,,,,,
Morar junto ,https://libras.cin.ufpe.br/storage/videos/20210329025301_606213fdaa28c.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/88,123.0,,,,,,,,
Mordida (picada) ,https://libras.cin.ufpe.br/storage/videos/20201223084735_5fe3d7174c9ed.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/205,231.0,,,,,,,,
Mordida (picada) ,https://libras.cin.ufpe.br/storage/videos/20210128040034_601309d23f423.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/205,231.0,,,,,,,,
Mordida (picada) ,https://libras.cin.ufpe.br/storage/videos/20210210073934_6023b7e6484b2.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/205,231.0,,,,,,,,
Morrer (falecer) ,https://libras.cin.ufpe.br/storage/videos/20210115102331_60019753e4009.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/490,123.0,,,,,,,,
Morrer (falecer) ,https://libras.cin.ufpe.br/storage/videos/20210115102331_60019753efb12.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/490,123.0,,,,,,,,
Morrer (falecer) ,https://libras.cin.ufpe.br/storage/videos/20210401035913_606618013f47a.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/490,123.0,,,,,,,,
Motivar ,https://libras.cin.ufpe.br/storage/videos/20210117052126_60049c461b8c7.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/598,123.0,,,,,,,,
Motivar ,https://libras.cin.ufpe.br/storage/videos/20210117052126_60049c4621fec.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/598,123.0,,,,,,,,
Motivar ,https://libras.cin.ufpe.br/storage/videos/20210402050239_6067785f27dd8.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/598,123.0,,,,,,,,
Motivo ,https://libras.cin.ufpe.br/storage/videos/20210129121231_60137d1fd2f8d.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1322,123.0,,,,,,,,
Motivo ,https://libras.cin.ufpe.br/storage/videos/20210618031907_60cce39bdb3af.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1322,123.0,,,,,,,,
Motivo ,https://libras.cin.ufpe.br/storage/videos/20210623095143_60d3d71fd1b33.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1322,123.0,,,,,,,,
Motocicleta ,https://libras.cin.ufpe.br/storage/videos/20210126074535_60109b8f50b2e.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/922,132.0,,,,,,,,
Motocicleta ,https://libras.cin.ufpe.br/storage/videos/20210127043341_6011c01555add.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/922,132.0,,,,,,,,
Motocicleta ,https://libras.cin.ufpe.br/storage/videos/20210618031925_60cce3ad989d9.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/922,132.0,,,,,,,,
Motor ,https://libras.cin.ufpe.br/storage/videos/20210126074556_60109ba4d535c.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/923,123.0,,,,,,,,
Motor ,https://libras.cin.ufpe.br/storage/videos/20210618031946_60cce3c2dac85.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/923,123.0,,,,,,,,
Motor ,https://libras.cin.ufpe.br/storage/videos/20210623095209_60d3d7391a3a8.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/923,123.0,,,,,,,,
Movimento ,https://libras.cin.ufpe.br/storage/videos/20210126074614_60109bb681e8d.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/924,132.0,,,,,,,,
Movimento ,https://libras.cin.ufpe.br/storage/videos/20210127044414_6011c28eb0f7d.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/924,132.0,,,,,,,,
Movimento ,https://libras.cin.ufpe.br/storage/videos/20210618032005_60cce3d5ad3ff.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/924,132.0,,,,,,,,
Mudar ,https://libras.cin.ufpe.br/storage/videos/20201224015714_5fe4c86a34465.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/299,213.0,,,,,,,,
Mudar ,https://libras.cin.ufpe.br/storage/videos/20210210073209_6023b62929ba3.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/299,213.0,,,,,,,,
Mudar ,https://libras.cin.ufpe.br/storage/videos/20210331030940_6064bae45933f.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/299,213.0,,,,,,,,
Muito ,https://libras.cin.ufpe.br/storage/videos/20210117052243_60049c933f772.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/600,123.0,,,,,,,,
Muito ,https://libras.cin.ufpe.br/storage/videos/20210117052243_60049c93483e8.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/600,123.0,,,,,,,,
Muito ,https://libras.cin.ufpe.br/storage/videos/20210128035804_6013093c971cd.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/600,123.0,,,,,,,,
Muito rápido ,https://libras.cin.ufpe.br/storage/videos/20210117052219_60049c7b30a37.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/599,123.0,,,,,,,,
Muito rápido ,https://libras.cin.ufpe.br/storage/videos/20210117052219_60049c7b3bb36.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/599,123.0,,,,,,,,
Muito rápido ,https://libras.cin.ufpe.br/storage/videos/20210402093435_6067b81bf1cc5.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/599,123.0,,,,,,,,
Muito tempo atrás ,https://libras.cin.ufpe.br/storage/videos/20210123065937_600c9c49b32c5.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/793,132.0,,,,,,,,
Muito tempo atrás ,https://libras.cin.ufpe.br/storage/videos/20210407095221_606dab0569ba2.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/793,132.0,,,,,,,,
Muito tempo atrás ,https://libras.cin.ufpe.br/storage/videos/20210618032023_60cce3e7aed74.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/793,132.0,,,,,,,,
Mulher ,https://libras.cin.ufpe.br/storage/videos/20210126072049_601095c115aec.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/878,132.0,,,,,,,,
Mulher ,https://libras.cin.ufpe.br/storage/videos/20210411085450_6072e38ad7716.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/878,132.0,,,,,,,,
Mulher ,https://libras.cin.ufpe.br/storage/videos/20210618032042_60cce3fa96288.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/878,132.0,,,,,,,,
Mundo ,https://libras.cin.ufpe.br/storage/videos/20210210115241_6023f33962b26.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1513,312.0,,,,,,,,
Mundo ,https://libras.cin.ufpe.br/storage/videos/20210505031043_6092dfa3889d8.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1513,312.0,,,,,,,,
Mundo ,https://libras.cin.ufpe.br/storage/videos/20210618032057_60cce409a0caf.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1513,312.0,,,,,,,,
Museu ,https://libras.cin.ufpe.br/storage/videos/20210126074817_60109c313bbf7.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/925,132.0,,,,,,,,
Museu ,https://libras.cin.ufpe.br/storage/videos/20210127044607_6011c2ff4a199.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/925,132.0,,,,,,,,
Museu ,https://libras.cin.ufpe.br/storage/videos/20210618032143_60cce437dacf8.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/925,132.0,,,,,,,,
Música ,https://libras.cin.ufpe.br/storage/videos/20210126074837_60109c45db359.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/926,132.0,,,,,,,,
Música ,https://libras.cin.ufpe.br/storage/videos/20210127044702_6011c3366478d.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/926,132.0,,,,,,,,
Música ,https://libras.cin.ufpe.br/storage/videos/20210618032201_60cce44988cb8.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/926,132.0,,,,,,,,
Nada ,https://libras.cin.ufpe.br/storage/videos/20210127054023_6011cfb722c2d.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/994,312.0,,,,,,,,
Nada ,https://libras.cin.ufpe.br/storage/videos/20210505031041_6092dfa17d0c8.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/994,312.0,,,,,,,,
Nada ,https://libras.cin.ufpe.br/storage/videos/20210618032222_60cce45ebb3b6.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/994,312.0,,,,,,,,
Nadar ,https://libras.cin.ufpe.br/storage/videos/20210211123105_60254db93457c.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1500,312.0,,,,,,,,
Nadar ,https://libras.cin.ufpe.br/storage/videos/20210501074616_608d3178aa027.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1500,312.0,,,,,,,,
Nadar ,https://libras.cin.ufpe.br/storage/videos/20210618032240_60cce470b4bb1.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1500,312.0,,,,,,,,
Namorar ,https://libras.cin.ufpe.br/storage/videos/20201221021101_5fe0d725dfe9b.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/89,123.0,,,,,,,,
Namorar ,https://libras.cin.ufpe.br/storage/videos/20201221021101_5fe0d725e96d5.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/89,123.0,,,,,,,,
Namorar ,https://libras.cin.ufpe.br/storage/videos/20210329025307_606214032dedf.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/89,123.0,,,,,,,,
Não ,https://libras.cin.ufpe.br/storage/videos/20210115102431_6001978f393e4.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/491,213.0,,,,,,,,
Não ,https://libras.cin.ufpe.br/storage/videos/20210126074907_60109c631eeb5.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/491,213.0,,,,,,,,
Não ,https://libras.cin.ufpe.br/storage/videos/20210127054047_6011cfcf180dc.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/491,213.0,,,,,,,,
Não é problema meu ,https://libras.cin.ufpe.br/storage/videos/20210128062619_60132bfbac427.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1278,312.0,,,,,,,,
Não é problema meu ,https://libras.cin.ufpe.br/storage/videos/20210505031058_6092dfb284538.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1278,312.0,,,,,,,,
Não é problema meu ,https://libras.cin.ufpe.br/storage/videos/20210618032313_60cce4916e5c2.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1278,312.0,,,,,,,,
Não poder ,https://libras.cin.ufpe.br/storage/videos/20201224020310_5fe4c9ce2d088.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/300,213.0,,,,,,,,
Não poder ,https://libras.cin.ufpe.br/storage/videos/20201229013825_5feb5b8179df5.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/300,213.0,,,,,,,,
Não poder ,https://libras.cin.ufpe.br/storage/videos/20210331030940_6064bae406cb8.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/300,213.0,,,,,,,,
Nariz ,https://libras.cin.ufpe.br/storage/videos/20210126074927_60109c7732065.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/927,132.0,,,,,,,,
Nariz ,https://libras.cin.ufpe.br/storage/videos/20210127054123_6011cff3649fa.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/927,132.0,,,,,,,,
Nariz ,https://libras.cin.ufpe.br/storage/videos/20210618032353_60cce4b9a61c2.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/927,132.0,,,,,,,,
Nariz escorrendo ,https://libras.cin.ufpe.br/storage/videos/20210128062638_60132c0e0fc78.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1279,312.0,,,,,,,,
Nariz escorrendo ,https://libras.cin.ufpe.br/storage/videos/20210505032341_6092e2ad74f7d.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1279,312.0,,,,,,,,
Nariz escorrendo ,https://libras.cin.ufpe.br/storage/videos/20210618032335_60cce4a73a52b.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1279,312.0,,,,,,,,
Nascer ,https://libras.cin.ufpe.br/storage/videos/20201224020334_5fe4c9e6d360f.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/301,213.0,,,,,,,,
Nascer ,https://libras.cin.ufpe.br/storage/videos/20201229014037_5feb5c0512aee.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/301,213.0,,,,,,,,
Nascer ,https://libras.cin.ufpe.br/storage/videos/20210331030921_6064bad17beb1.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/301,213.0,,,,,,,,
Nascer do sol ,https://libras.cin.ufpe.br/storage/videos/20210123055559_600c8d5f69dfa.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/708,132.0,,,,,,,,
Nascer do sol ,https://libras.cin.ufpe.br/storage/videos/20210128035833_60130959b58d6.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/708,132.0,,,,,,,,
Nascer do sol ,https://libras.cin.ufpe.br/storage/videos/20210618032414_60cce4ce5d8da.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/708,132.0,,,,,,,,
Natal ,https://libras.cin.ufpe.br/storage/videos/20201224020408_5fe4ca0896db4.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/302,213.0,,,,,,,,
Natal ,https://libras.cin.ufpe.br/storage/videos/20201229014139_5feb5c43e3c1e.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/302,213.0,,,,,,,,
Natal ,https://libras.cin.ufpe.br/storage/videos/20210331030855_6064bab766e01.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/302,213.0,,,,,,,,
Nativo ,https://libras.cin.ufpe.br/storage/videos/20210123055625_600c8d79daeab.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/709,132.0,,,,,,,,
Nativo ,https://libras.cin.ufpe.br/storage/videos/20210211123821_60254f6d181e5.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/709,132.0,,,,,,,,
Nativo ,https://libras.cin.ufpe.br/storage/videos/20210618032428_60cce4dc9aa9f.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/709,132.0,,,,,,,,
Necessário ,https://libras.cin.ufpe.br/storage/videos/20210115102751_600198577e22a.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/492,123.0,,,,,,,,
Necessário ,https://libras.cin.ufpe.br/storage/videos/20210115102751_6001985788ad1.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/492,123.0,,,,,,,,
Necessário ,https://libras.cin.ufpe.br/storage/videos/20210401110902_6065d3fef02d0.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/492,123.0,,,,,,,,
Negativo ,https://libras.cin.ufpe.br/storage/videos/20210126074949_60109c8d55401.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/928,132.0,,,,,,,,
Negativo ,https://libras.cin.ufpe.br/storage/videos/20210127054146_6011d00a1c875.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/928,132.0,,,,,,,,
Negativo ,https://libras.cin.ufpe.br/storage/videos/20210618032445_60cce4ed00d6a.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/928,132.0,,,,,,,,
Negligenciar ,https://libras.cin.ufpe.br/storage/videos/20210123070001_600c9c617d73f.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/794,132.0,,,,,,,,
Negligenciar ,https://libras.cin.ufpe.br/storage/videos/20210404045743_606a1a37f047b.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/794,132.0,,,,,,,,
Negligenciar ,https://libras.cin.ufpe.br/storage/videos/20210618032510_60cce5064f678.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/794,132.0,,,,,,,,
Negligente ,https://libras.cin.ufpe.br/storage/videos/20210209063631_6023005ff2aff.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1463,213.0,,,,,,,,
Negligente ,https://libras.cin.ufpe.br/storage/videos/20210505032344_6092e2b045352.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1463,213.0,,,,,,,,
Negligente ,https://libras.cin.ufpe.br/storage/videos/20210623095230_60d3d74ed340d.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/1463,213.0,,,,,,,,
Nervoso ,https://libras.cin.ufpe.br/storage/videos/20210126075040_60109cc0b5cef.mp4,1.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/930,132.0,,,,,,,,
Nervoso ,https://libras.cin.ufpe.br/storage/videos/20210127054355_6011d08b723aa.mp4,3.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/930,132.0,,,,,,,,
Nervoso ,https://libras.cin.ufpe.br/storage/videos/20210618032517_60cce50d7aac8.mp4,2.0,vl,,,,,,,,,,,,,,,,https://libras.cin.ufpe.br/sign/930,132.0,,,,,,,,
