,label,category,example_pt,example_libras,video_url,hand_gesture,url_available,decoded_word,word_in_url
741,Fevereiro,Tempo e Calendário,As aulas começam em fevereiro.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01517-Fevereiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/19.jpg,True,fevereiro,True
742,Futuro,Tempo e Calendário,"No futuro, penso morar em outro país.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/745-futuro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/19.jpg,True,futuro,True
743,Hoje,Tempo e Calendário,Hoje é dia de pagamento!,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/746-hoje.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,hoje,True
744,Hora,Tempo e Calendário,O dia possui 24 horas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01518-Hora.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/37.jpg,True,hora,True
745,Inverno,Tempo e Calendário,O inverno na Europa é rigoroso.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01520-Inverno.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/45.jpg,True,inverno,True
746,Janeiro,Tempo e Calendário,,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01521-Janeiro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/65.jpg,True,janeiro,True
747,Julho,Tempo e Calendário,Não há feriados nacionais em julho.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01522-Julho.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/65.jpg,True,julho,True
748,Junho,Tempo e Calendário,Junho é o mês das festas juninas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01523-Junho.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg,True,junho,True
749,Maio,Tempo e Calendário,Maio é o mês das noivas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01524-Maio.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/77.jpg,True,maio,True
750,Manhã,Tempo e Calendário,Eu trabalho no turno da manhã.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/747-manh%C3%A3.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/32.jpg,True,manha,True
751,Março,Tempo e Calendário,Março é conhecido pelo mês das águas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01526-Mar%C3%A7o.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/77.jpg,True,marco,True
752,Novembro,Tempo e Calendário,Novembro é o mês de combate ao câncer de próstata.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01527-Novembro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg,True,novembro,True
753,Ontem,Tempo e Calendário,Ontem dormi na casa de minha tia.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01528-Ontem.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg,True,ontem,True
754,Outono,Tempo e Calendário,Outono é a estação do ano que as folhas caem das árvores.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01529-Outono.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg,True,outono,True
755,Outubro,Tempo e Calendário,Outubro é o décimo mês do ano.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01530-Outubro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/73.jpg,True,outubro,True
756,Primavera,Tempo e Calendário,Adoro a primavera por causa das flores.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01531-Primavera.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg,True,primavera,True
757,Quarta-Feira,Tempo e Calendário,Quarta-feira tenho jogo de futebol.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/755-quarta.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/04.jpg,True,quarta-feira,True
758,Quinta-Feira,Tempo e Calendário,Quinta-feira irei almoçar com minha amiga.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/761-quinta.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/32.jpg,True,quinta-feira,True
759,Setembro,Tempo e Calendário,Em setembro começa a primavera.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01533-Setembro.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg,True,setembro,True
760,Tempo,Tempo e Calendário,O tempo (clima) está muito quente.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01534-Tempo.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/06.jpg,True,tempo,True
761,Verão,Tempo e Calendário,Durante o verão faz muito calor.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01535-Ver%C3%A3o.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,verao,True
762,Abençoar,Verbos,Ele irá nos abençoar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01551-Aben%C3%A7oar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/73.jpg,True,abencoar,True
763,Abraçar,Verbos,Ela adora abraçar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01552-Abra%C3%A7ar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,abracar,True
764,Abrir,Verbos,Eu abri a porta e encontrei você.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01553-Abrir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/03.jpg,True,abrir,True
765,Acalmar,Verbos,Gosto de comer chocolate para me acalmar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01555-Acalmar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,acalmar,True
766,Achar,Verbos,Achei o brinco que procurava.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01556-Achar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/53.jpg,True,achar,True
767,Acompanhar,Verbos,"Está tarde, irei te acompanhar até a sua casa.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01558-Acompanhar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg,True,acompanhar,True
768,Acontecer,Verbos,Sabia que isso iria acontecer.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01559-Acontecer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/06.jpg,True,acontecer,True
769,Acordar,Verbos,Hoje acordei mais cedo e fui para o trabalho caminhando.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01560-Acordar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,acordar,True
770,Acostumado,Verbos,Estou acostumada a viajar sozinha.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01561-Acostumado.mp4,,True,acostumado,True
771,Acreditar,Verbos,Não acreditei quando ele disse que você viria para o casamento.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01562-Acreditar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,acreditar,True
772,Acrescentar,Verbos,Acrescente minhas sugestões ao seu projeto.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01563-Acrescentar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/10.jpg,True,acrescentar,True
773,Acumular,Verbos,Eu acumulei a função de professor e coordenador do curso.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01564-Acumular.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg,True,acumular,True
774,Acusar,Verbos,Ela me acusou de ter quebrado o prato.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01565-Acusar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/04.jpg,True,acusar,True
775,Adiar,Verbos,A diretoria resolveu adiar a reunião de hoje para amanhã .,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01567-Adiar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/09.jpg,True,adiar,True
776,Adivinhar,Verbos,Adivinha quem me ligou ontem!,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01568-Adivinhar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/03.jpg,True,adivinhar,True
777,Admirar,Verbos,Eu amo admirar a natureza.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01569-Adimirar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg,True,admirar,True
778,Adotar,Verbos,Vou adotar um gato.,EU FUTURO ADOTAR GATO.,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/11/888-adotar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/13.jpg,True,adotar,True
779,Afastar,Verbos,Ela é fofoqueira. É melhor se afastar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01572-Afastar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,afastar,True
780,Afogar,Verbos,"Se você mergulhar ali, irá se afogar.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01573-Afogar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/06.jpg,True,afogar,True
781,Afundar,Verbos,Adoro jogar pedras no rio e vê-las afundar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01574-Afundar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg,True,afundar,True
782,Agarrar,Verbos,O gato agarrou o meu casaco.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01575-Agarrar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/05.jpg,True,agarrar,True
783,Agendar,Verbos,Precisamos agendar um horário com a professora.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/04/01576-Agendar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg,True,agendar,True
784,Agradecer,Verbos,Eu lhe agradeço por tudo que faz por mim.,EU AGRADECER VOCE TUDO,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/01/1400-agradecer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,agradecer,True
785,Aguentar,Verbos,Está difícil aguentar esse trabalho.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01577-Aguentar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/19.jpg,True,aguentar,True
786,Ajoelhar,Verbos,Tive que me ajoelhar para passar embaixo da cerca.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01579-Ajoelhar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,ajoelhar,True
787,Ajudar,Verbos,Posso ajudar você a fazer o doce.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/709-ajudar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,ajudar,True
788,Almoçar,Verbos,"Hoje, irei almoçar em casa.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01583-Almo%C3%A7ar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/74.jpg,True,almocar,True
789,Alugar,Verbos,Irei alugar a minha casa na praia.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01584-Alugar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg,True,alugar,True
790,Amamentar,Verbos,A mãe deve amamentar seu filho até os seis meses de idade.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01585-Amamentar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/09.jpg,True,amamentar,True
792,Anotar,Verbos,Irei anotar seu telefone na minha agenda.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01588-Anotar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/09.jpg,True,anotar,True
793,Apagar,Verbos,Irei apagar todos os contatos do celular.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01589-Apagar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg,True,apagar,True
794,Aparecer,Verbos,"Na festa surpresa, precisamos aparecer na hora certa.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/aparecer.mp4,,True,aparecer,True
795,Apertar,Verbos,A costureira irá apertar minha calça.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01590-Apertar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/47.jpg,True,apertar,True
796,Aprender,Verbos,Eu aprendi muita coisa na palestra ontem.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01591-Aprender.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/12.jpg,True,aprender,True
797,Apresentar,Verbos,Ela me apresentou à sua amiga.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01592-Apresentar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,apresentar,True
798,Arrastar,Verbos,Não consigo arrastar a mesa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01593-Arrastar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/13.jpg,True,arrastar,True
799,Arrumar,Verbos,Preciso arrumar a casa hoje.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01594-Arrumar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/17.jpg,True,arrumar,True
800,Assistir,Verbos,Eu nuca assisti novelas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01595-Assistir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,assistir,True
801,Assustar,Verbos,"Você me assustou, achei que tinha ido embora.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01596-Assustar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,assustar,True
802,Atrasar,Verbos,Tome cuidado para não se atrasar.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01597-Atrasar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/24.jpg,True,atrasar,True
803,Aumentar,Verbos,Irei aumentar o número de funcionários na minha empresa.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01598-Aumentar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/13.jpg,True,aumentar,True
804,Avisar,Verbos,"Pessoal, avisa a todos os alunos que amanhã não haverá aula.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01599-Avisar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg,True,avisar,True
805,Bater,Verbos,"Ontem eu fui assaltado, roubaram o meu celular e me bateram.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01601-Bater.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/69.jpg,True,bater,True
806,Batizar,Verbos,Irei batizar o meu filho.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01602-Batizar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/68.jpg,True,batizar,True
807,Beijar,Verbos,Beijei o rosto da minha mãe e ela ficou feliz.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01604-Beijar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/09.jpg,True,beijar,True
808,Brigar,Verbos,Precisamos evitar brigar com as pessoas.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01605-Brigar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,brigar,True
809,Brincar,Verbos,Eu adorava brincar com carrinhos.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01606-Brincar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/64.jpg,True,brincar,True
810,Cair,Verbos,Meu primo caiu na rua.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01607-Cair.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,cair,True
811,Cansar/Cansado,Verbos,"Trabalhei o dia todo, estou muito cansado.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01051-cansado.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/14.jpg,True,cansar/cansado,True
812,Chamar,Verbos,Meu pai me chamou para passear.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01609-Chamar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg,True,chamar,True
813,Chegar,Verbos,Cheguei em casa tarde.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01610-Chegar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,chegar,True
814,Chorar,Verbos,O pai chorou muito na formatura do filho.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01611-Chorar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/48.jpg,True,chorar,True
815,Chutar,Verbos,Chutei o pé da mesa e agora estou com dor.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01612-Chutar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,chutar,True
816,Comemorar,Verbos,Amanhã vou comemorar o meu aniversário.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01613-Comemorar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/14.jpg,True,comemorar,True
817,Comer,Verbos,Comi muito no almoço.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01614-Comer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg,True,comer,True
818,Comparar,Verbos,Pense e compare qual a melhor opção: viajar ou comprar uma moto.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01615-Comparar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/76.jpg,True,comparar,True
819,Compilar,Verbos,Irei compilar meus livros.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/compilar.mp4,,True,compilar,True
820,Comprar,Verbos,Preciso comprar os ingredientes do bolo.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01616-Comprar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/46.jpg,True,comprar,True
821,Confirmar,Verbos,Precisamos confirmar presença.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/confirmar.mp4,,True,confirmar,True
822,Conhecer,Verbos,Eu conheci a sua irmã ontem.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01617-Conhecer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/04.jpg,True,conhecer,True
823,Consertar,Verbos,Vou consertar o chuveiro essa semana.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01618-Consertar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,consertar,True
824,Construir,Verbos,A universidade vai construir outro restaurante universitário.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01619-Construir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,construir,True
825,Continuar,Verbos,Eu vou continuar morando na cidade esse ano.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01621-Continuar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,continuar,True
826,Conversar,Verbos,"Ontem foi divertido, conversamos a noite toda.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01622-Conversar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,conversar,True
827,Convidar,Verbos,Minha amiga me convidou para sua festa de aniversário.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01623-Convidar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/06.jpg,True,convidar,True
828,Copiar,Verbos,É proibido copiar os trabalhos da internet.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01624-Copiar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/10.jpg,True,copiar,True
829,Corrigir,Verbos,Preciso corrigir as provas até amanhã.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01626-Corrigir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/17.jpg,True,corrigir,True
830,Cortar,Verbos,Preciso cortar os papéis.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01627-Cortar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,cortar,True
831,Crer,Verbos,"Eu creio em Deus, mas há pessoas que não.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01628-Crer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,crer,True
832,Crescer,Verbos,Meu cachorro está crescendo muito rápido.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01629-Crescer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,crescer,True
833,Cuidar,Verbos,Vou cuidar do meu sobrinho hoje.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01630-Cuidar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/54.jpg,True,cuidar,True
834,Dar,Verbos,Dei um livro de piadas para o meu primo.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01631-Dar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg,True,dar,True
835,Decidir,Verbos,Decidi viajar com vocês.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01632-Decidir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/49.jpg,True,decidir,True
836,Deitar,Verbos,"Estou tão cansada, quero me deitar.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01633-Deitar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/21.jpg,True,deitar,True
837,Demitir,Verbos,"Preciso demitir a Laura, porque ela não tem responsabilidade.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01635-Demitir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/75.jpg,True,demitir,True
838,Demorar,Verbos,Demorei a entender a atividade de matemática.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01636-Demorar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/06.jpg,True,demorar,True
839,Derreter,Verbos,Coma seu sorvete logo para não derreter.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01637-Derreter.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/07.jpg,True,derreter,True
840,Desaparecer,Verbos,Eu irei desaparecer dessa cidade.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/desaparecer.mp4,,True,desaparecer,True
841,Descer,Verbos,"Vamos descer para o outro andar, ele deve estar lá.",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01639-Descer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/32.jpg,True,descer,True
842,Desenhar,Verbos,"Nossa, como você desenha bem!",,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01640-desenhar.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/26.jpg,True,desenhar,True
843,Desobedecer,Verbos,Os filhos não podem desobedecer os pais.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01641-desobedecer.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/67.jpg,True,desobedecer,True
844,Destruir,Verbos,O vizinho destruiu meu jardim.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01642-destruir.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/02.jpg,True,destruir,True
845,Devolver,Verbos,Preciso devolver o livro para a biblioteca.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/05/01644-devolver.mp4,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2017/08/08.jpg,True,devolver,True
846,Diminuir,Verbos,Ele está querendo diminuir minha moral.,,https://sistemas.cead.ufv.br/capes/dicionario/wp-content/uploads/2018/09/diminuir.mp4,,True,diminuir,True
